4,"人教版-初中->七年级上->第一章 有理数->1.1 正数和负数","1.1 正数和负数"
438,"沪教版-初中->六年级上->第四章 圆和扇形->第1节 圆的周长和弧长->4.1 圆的周长","4.1 圆的周长"
439,"沪教版-初中->六年级上->第四章 圆和扇形->第1节 圆的周长和弧长->4.2 弧长","4.2 弧长"
441,"沪教版-初中->六年级上->第四章 圆和扇形->第2节 圆和扇形的面积->4.3 圆的面积","4.3 圆的面积"
442,"沪教版-初中->六年级上->第四章 圆和扇形->第2节 圆和扇形的面积->4.4 扇形的面积","4.4 扇形的面积"
446,"沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.1 有理数的意义","5.1 有理数的意义"
447,"沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.2 数轴","5.2 数轴"
448,"沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.3 绝对值","5.3 绝对值"
450,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.4 有理数的加法","5.4 有理数的加法"
451,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.5 有理数的减法","5.5 有理数的减法"
452,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.6 有理数的乘法","5.6 有理数的乘法"
453,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.7 有理数的除法","5.7 有理数的除法"
454,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.8 有理数的乘方","5.8 有理数的乘方"
455,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.9 有理数的混和运算","5.9 有理数的混和运算"
456,"沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.10 科学记数法","5.10 科学记数法"
459,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第1节 方程与方程的解->6.1 列方程","6.1 列方程"
460,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第1节 方程与方程的解->6.2 方程的解","6.2 方程的解"
462,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第2节 一元一次方程->6.3 一元一次方程及其解法","6.3 一元一次方程及其解法"
463,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第2节 一元一次方程->6.4 一元一次方程的应用","6.4 一元一次方程的应用"
465,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.5 不等式及其性质","6.5 不等式及其性质"
466,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.6一元一次不等式的解法",6.6一元一次不等式的解法
467,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.7 一元一次不等式组","6.7 一元一次不等式组"
469,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.8 二元一次方程","6.8 二元一次方程"
470,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.9 二元一次方程组及其解法","6.9 二元一次方程组及其解法"
471,"沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.10 三元一次方程组及其解法","6.10 三元一次方程组及其解法"
474,"沪教版-初中->六年级下->第七章 线段与角的画法->第1节 线段的相等与和、差、倍->7.1 线段的大小的比较","7.1 线段的大小的比较"
475,"沪教版-初中->六年级下->第七章 线段与角的画法->第1节 线段的相等与和、差、倍->7.2 画线段的和、差、倍","7.2 画线段的和、差、倍"
477,"沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.3 角的概念及表示","7.3 角的概念及表示"
478,"沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.4 角的大小的比较、画相等的角","7.4 角的大小的比较、画相等的角"
479,"沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.5 画角的和、差、倍","7.5 画角的和、差、倍"
480,"沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.6 余角、补角","7.6 余角、补角"
482,"沪教版-初中->六年级下->第八章 长方体的再认识->第1节 长方体的元素","第1节 长方体的元素"
483,"沪教版-初中->六年级下->第八章 长方体的再认识->第2节 长方体直观图的画法","第2节 长方体直观图的画法"
484,"沪教版-初中->六年级下->第八章 长方体的再认识->第3节 长方体中棱与棱位置关系的认识","第3节 长方体中棱与棱位置关系的认识"
485,"沪教版-初中->六年级下->第八章 长方体的再认识->第4节 长方体中棱与平面位置关系的认识","第4节 长方体中棱与平面位置关系的认识"
489,"沪教版-初中->七年级上->第九章 整式->第1节 整式->9.1 字母表示数","9.1 字母表示数"
490,"沪教版-初中->七年级上->第九章 整式->第1节 整式->9.2 代数式","9.2 代数式"
491,"沪教版-初中->七年级上->第九章 整式->第1节 整式->9.3 代数式的值","9.3 代数式的值"
492,"沪教版-初中->七年级上->第九章 整式->第1节 整式->9.4 整式","9.4 整式"
494,"沪教版-初中->七年级上->第九章 整式->第2节 整式的加减->9.5 合并同类项","9.5 合并同类项"
495,"沪教版-初中->七年级上->第九章 整式->第2节 整式的加减->9.6 整式的加减","9.6 整式的加减"
497,"沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.7 同底数幂的乘法","9.7 同底数幂的乘法"
498,"沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.8 幂的乘方","9.8 幂的乘方"
499,"沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.9 积的乘方","9.9 积的乘方"
500,"沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.10 整式的乘法","9.10 整式的乘法"
502,"沪教版-初中->七年级上->第九章 整式->第4节 乘法公式->9.11 平方差公式 ","9.11 平方差公式 "
503,"沪教版-初中->七年级上->第九章 整式->第4节 乘法公式->9.12 完全平方公式","9.12 完全平方公式"
505,"沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.13 提取公因式法","9.13 提取公因式法"
506,"沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.14 公式法","9.14 公式法"
507,"沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.15 十字相乘法","9.15 十字相乘法"
508,"沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.16 分组分解法","9.16 分组分解法"
510,"沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.17 同底数幂的除法","9.17 同底数幂的除法"
511,"沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.18 单项式除以单项式","9.18 单项式除以单项式"
512,"沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.19 多项式除以单项式","9.19 多项式除以单项式"
515,"沪教版-初中->七年级上->第十章 分式->第1节 分式->10.1 分式的意义","10.1 分式的意义"
516,"沪教版-初中->七年级上->第十章 分式->第1节 分式->10.2 分式的基本性质","10.2 分式的基本性质"
518,"沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.3 分式的乘除","10.3 分式的乘除"
519,"沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.4 分式的加减","10.4 分式的加减"
520,"沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.5 可以化成一元一次方程的分式方程","10.5 可以化成一元一次方程的分式方程"
521,"沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.6 整数指数幂及其运算","10.6 整数指数幂及其运算"
524,"沪教版-初中->七年级上->第十一章 图形的运动->第1节 图形的平移->11.1 平移","11.1 平移"
526,"沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.2 旋转","11.2 旋转"
527,"沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.3 旋转对称图形与中心对称图形","11.3 旋转对称图形与中心对称图形"
528,"沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.4 中心对称","11.4 中心对称"
530,"沪教版-初中->七年级上->第十一章 图形的运动->第3节 图形的翻折->11.6 轴对称","11.6 轴对称"
534,"沪教版-初中->七年级下->第十二章 实数->第1节 实数的概念->12.1 实数的概念","12.1 实数的概念"
536,"沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.2 平方根和开平方","12.2 平方根和开平方"
537,"沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.3 立方根和开立方","12.3 立方根和开立方"
538,"沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.4 n次方根","12.4 n次方根"
540,"沪教版-初中->七年级下->第十二章 实数->第3节 实数的运算->12.5 用数轴上的点表示实数","12.5 用数轴上的点表示实数"
541,"沪教版-初中->七年级下->第十二章 实数->第3节 实数的运算->12.6 实数的运算","12.6 实数的运算"
543,"沪教版-初中->七年级下->第十二章 实数->第4节 分数指数幂->12.7 分数指数幂","12.7 分数指数幂"
546,"沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.1 邻补角 对顶角","13.1 邻补角 对顶角"
547,"沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.2 垂线","13.2 垂线"
548,"沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.3 同位角 内错角 同旁内角","13.3 同位角 内错角 同旁内角"
550,"沪教版-初中->七年级下->第十三章 相交线 平行线->第2节 平行线->13.4 平行线的判定","13.4 平行线的判定"
551,"沪教版-初中->七年级下->第十三章 相交线 平行线->第2节 平行线->13.5 平行线的性质","13.5 平行线的性质"
554,"沪教版-初中->七年级下->第十四章 三角形->第1节 三角形的有关概念及性质->14.1 三角形的有关概念","14.1 三角形的有关概念"
555,"沪教版-初中->七年级下->第十四章 三角形->第1节 三角形的有关概念及性质->14.2 三角形的内角和","14.2 三角形的内角和"
557,"沪教版-初中->七年级下->第十四章 三角形->第2节 全等三角形->14.3 全等三角形的概念与性质","14.3 全等三角形的概念与性质"
558,"沪教版-初中->七年级下->第十四章 三角形->第2节 全等三角形->14.4 全等三角形的判断","14.4 全等三角形的判断"
560,"沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.5 等腰三角形的性质","14.5 等腰三角形的性质"
561,"沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.6 等腰三角形的判定","14.6 等腰三角形的判定"
562,"沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.7 等边三角形","14.7 等边三角形"
565,"沪教版-初中->七年级下->第十五章 平面直角坐标系->第1节 平面直角坐标系->15.1 平面直角坐标系","15.1 平面直角坐标系"
567,"沪教版-初中->七年级下->第十五章 平面直角坐标系->第2节 直角坐标平面内点的运动->15.2 直角坐标平面内点的运动","15.2 直角坐标平面内点的运动"
571,"沪教版-初中->八年级上->第十六章 二次根式->第1节 二次根式的概念和性质->16.1 二次根式","16.1 二次根式"
572,"沪教版-初中->八年级上->第十六章 二次根式->第1节 二次根式的概念和性质->16.2 最简二次根式和同类二次根式","16.2 最简二次根式和同类二次根式"
574,"沪教版-初中->八年级上->第十六章 二次根式->第2节 二次根式的运算->16.3 二次根式的运算","16.3 二次根式的运算"
577,"沪教版-初中->八年级上->第十七章 一元二次方程->第1节 一元二次方程的概念->17.1 一元二次方程的概念","17.1 一元二次方程的概念"
579,"沪教版-初中->八年级上->第十七章 一元二次方程->第2节 一元二次方程的解法->17.2 一元二次方程的解法","17.2 一元二次方程的解法"
580,"沪教版-初中->八年级上->第十七章 一元二次方程->第2节 一元二次方程的解法->17.3 一元二次方程根的判别式","17.3 一元二次方程根的判别式"
582,"沪教版-初中->八年级上->第十七章 一元二次方程->第3节 一元二次方程的应用->17.4 一元二次方程的应用","17.4 一元二次方程的应用"
585,"沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第1节 正比例函数->18.1 函数的概念","18.1 函数的概念"
586,"沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第1节 正比例函数->18.2 正比例函数","18.2 正比例函数"
588,"沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第2节 反比例函数->18.3 反比例函数","18.3 反比例函数"
590,"沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第3节 函数的表示法->18.4 函数的表示法","18.4 函数的表示法"
593,"沪教版-初中->八年级上->第十九章 几何证明->第1节 几何证明->19.1 命题和证明","19.1 命题和证明"
594,"沪教版-初中->八年级上->第十九章 几何证明->第1节 几何证明->19.2 证明举例","19.2 证明举例"
596,"沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.3 逆命题和逆定理","19.3 逆命题和逆定理"
597,"沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.4 线段的垂直平分线","19.4 线段的垂直平分线"
598,"沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.5 角的平分线","19.5 角的平分线"
599,"沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.6 轨迹","19.6 轨迹"
601,"沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.7 直角三角形全等的判定","19.7 直角三角形全等的判定"
602,"沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.8 直角三角形的性质","19.8 直角三角形的性质"
603,"沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.9 勾股定理","19.9 勾股定理"
604,"沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.10 两点的距离公式","19.10 两点的距离公式"
608,"沪教版-初中->八年级下->第二十章 一次函数->第1节 一次函数的概念->20.1 一次函数的概念","20.1 一次函数的概念"
610,"沪教版-初中->八年级下->第二十章 一次函数->第2节 一次函数的图像与性质->20.2 一次函数的图像","20.2 一次函数的图像"
611,"沪教版-初中->八年级下->第二十章 一次函数->第2节 一次函数的图像与性质->20.3 一次函数的性质","20.3 一次函数的性质"
613,"沪教版-初中->八年级下->第二十章 一次函数->第3节 一次函数的应用->20.4 一次函数的应用","20.4 一次函数的应用"
616,"沪教版-初中->八年级下->第二十一章 代数方程->第1节 整式方程->21.1 一元整式方程","21.1 一元整式方程"
617,"沪教版-初中->八年级下->第二十一章 代数方程->第1节 整式方程->21.2 二项方程","21.2 二项方程"
619,"沪教版-初中->八年级下->第二十一章 代数方程->第2节 分式方程->21.3 可化为一元二次方程的分式方程","21.3 可化为一元二次方程的分式方程"
621,"沪教版-初中->八年级下->第二十一章 代数方程->第3节 无理方程->21.4 无理方程","21.4 无理方程"
623,"沪教版-初中->八年级下->第二十一章 代数方程->第4节 二元二次方程组->21.5 二元二次方程和方程组","21.5 二元二次方程和方程组"
624,"沪教版-初中->八年级下->第二十一章 代数方程->第4节 二元二次方程组->21.6 二元二次方程组的解法","21.6 二元二次方程组的解法"
626,"沪教版-初中->八年级下->第二十一章 代数方程->第5节 列方程（组）解应用题->21.7 列方程（组）解应用题","21.7 列方程（组）解应用题"
629,"沪教版-初中->八年级下->第二十二章 四边形->第1节 多边形->22.1 多边形","22.1 多边形"
631,"沪教版-初中->八年级下->第二十二章 四边形->第2节 平行四边形->22.2 平行四边形","22.2 平行四边形"
632,"沪教版-初中->八年级下->第二十二章 四边形->第2节 平行四边形->22.3 特殊的平行四边形","22.3 特殊的平行四边形"
634,"沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.4 梯形","22.4 梯形"
635,"沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.5 等腰梯形","22.5 等腰梯形"
636,"沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.6 三角形、梯形的中位线","22.6 三角形、梯形的中位线"
638,"沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.7 平面向量","22.7 平面向量"
639,"沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.8 平面向量的加法","22.8 平面向量的加法"
640,"沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.9 平面向量的减法","22.9 平面向量的减法"
643,"沪教版-初中->八年级下->第二十三章 概率初步->第1节 事件及其发生的可能性->23.1 确定事件和随机事件","23.1 确定事件和随机事件"
644,"沪教版-初中->八年级下->第二十三章 概率初步->第1节 事件及其发生的可能性->23.2 事件发生的可能性","23.2 事件发生的可能性"
646,"沪教版-初中->八年级下->第二十三章 概率初步->第2节 事件的概率->23.3 事件的概率","23.3 事件的概率"
647,"沪教版-初中->八年级下->第二十三章 概率初步->第2节 事件的概率->23.4 概率计算举例","23.4 概率计算举例"
651,"沪教版-初中->九年级上->第二十四章 相似三角形->第1节 相似形->24.1 放缩与相似形","24.1 放缩与相似形"
653,"沪教版-初中->九年级上->第二十四章 相似三角形->第2节 比例线段->24.2 比例线段","24.2 比例线段"
654,"沪教版-初中->九年级上->第二十四章 相似三角形->第2节 比例线段->24.3 三角形一边的平行线","24.3 三角形一边的平行线"
656,"沪教版-初中->九年级上->第二十四章 相似三角形->第3节 相似三角形->24.4 相似三角形的判定","24.4 相似三角形的判定"
657,"沪教版-初中->九年级上->第二十四章 相似三角形->第3节 相似三角形->24.5 相似三角形的性质","24.5 相似三角形的性质"
659,"沪教版-初中->九年级上->第二十四章 相似三角形->第4节 平面向量的线性运算->24.6 实数与向量相乘","24.6 实数与向量相乘"
660,"沪教版-初中->九年级上->第二十四章 相似三角形->第4节 平面向量的线性运算->24.7 向量的线性运算","24.7 向量的线性运算"
663,"沪教版-初中->九年级上->第二十五章 锐角的三角比->第1节 锐角的三角比->25.1 锐角的三角比的意义","25.1 锐角的三角比的意义"
664,"沪教版-初中->九年级上->第二十五章 锐角的三角比->第1节 锐角的三角比->25.2 求锐角的三角比的值","25.2 求锐角的三角比的值"
666,"沪教版-初中->九年级上->第二十五章 锐角的三角比->第二节 解直角三角形->25.3 解直角三角形","25.3 解直角三角形"
667,"沪教版-初中->九年级上->第二十五章 锐角的三角比->第二节 解直角三角形->25.4 解直角三角形的应用","25.4 解直角三角形的应用"
670,"沪教版-初中->九年级上->第二十六章 二次函数->第1节 二次函数的概念->26.1 二次函数的概念","26.1 二次函数的概念"
672,"沪教版-初中->九年级上->第二十六章 二次函数->第2节 二次函数的图像->26.2 特殊二次函数的图像","26.2 特殊二次函数的图像"
673,"沪教版-初中->九年级上->第二十六章 二次函数->第2节 二次函数的图像->26.3 二次函数   的图像","26.3 二次函数   的图像"
677,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.1 圆的确定","27.1 圆的确定"
678,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.2 圆心角、弧、弦、弦心距之间的关系","27.2 圆心角、弧、弦、弦心距之间的关系"
679,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.3 垂径定理","27.3 垂径定理"
681,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第2节 直线与圆、圆与圆的位置关系->27.4 直线与圆的位置关系","27.4 直线与圆的位置关系"
682,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第2节 直线与圆、圆与圆的位置关系->27.5 圆与圆的位置关系","27.5 圆与圆的位置关系"
684,"沪教版-初中->九年级下->第二十七章 圆与正多边形->第3节 正多边形与圆->27.6 正多边形与圆","27.6 正多边形与圆"
687,"沪教版-初中->九年级下->第二十八章 统计初步->第1节 统计的意义->28.1 数据整理与表示","28.1 数据整理与表示"
688,"沪教版-初中->九年级下->第二十八章 统计初步->第1节 统计的意义->28.2 统计的意义","28.2 统计的意义"
690,"沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.3 表示一组数据平均水平的量","28.3 表示一组数据平均水平的量"
691,"沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.4 表示一组数据波动程度的量","28.4 表示一组数据波动程度的量"
692,"沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.5 表示一组数据分布的量","28.5 表示一组数据分布的量"
693,"沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.6 统计实习","28.6 统计实习"
697,"沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第1节 一元二次方程的根与系数的关系->1.1 一元二次方程的根与系数的关系","1.1 一元二次方程的根与系数的关系"
699,"沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->1.2 二次函数与一元二次方程","1.2 二次函数与一元二次方程"
700,"沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->1.3 二次函数的解析式的确定","1.3 二次函数的解析式的确定"
701,"沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->公路隧道的可行性分析",公路隧道的可行性分析
704,"沪教版-初中->九年级拓展->第二章 直线和圆->第2节 圆的切线->2.1 圆的切线","2.1 圆的切线"
706,"沪教版-初中->九年级拓展->第二章 直线和圆->第2节 与圆有关的角及比例线段->2.2 与圆有关的角","2.2 与圆有关的角"
707,"沪教版-初中->九年级拓展->第二章 直线和圆->第2节 与圆有关的角及比例线段->2.3 与圆有关的比例线段","2.3 与圆有关的比例线段"
709,"沪教版-初中->九年级拓展->第二章 直线和圆->第3节 圆内接四边形->2.4 圆内接四边形","2.4 圆内接四边形"
